Picture,DistortionType,DistortionValue,Filename,Metric,Method,Value
Hotdog,Saturation,1.2,Hotdog_saturation_1_2.png,LPIPS,LPIPS_lpips,0.009018609300255775
Hotdog,Saturation,1.2,Hotdog_saturation_1_2.png,SSIM,SSIM_skimage,0.9738392437075903
Hotdog,Saturation,1.2,Hotdog_saturation_1_2.png,PSNR,PSNR_skimage,31.647531881896832
Hotdog,Saturation,1.2,Hotdog_saturation_1_2.png,UIQI,UIQI_torch,0.8808
Hotdog,Saturation,1.2,Hotdog_saturation_1_2.png,VIF,VIF_Torch,0.9671
Hotdog,Saturation,1.5,Hotdog_saturation_1_5.png,LPIPS,LPIPS_lpips,0.037813253700733185
Hotdog,Saturation,1.5,Hotdog_saturation_1_5.png,SSIM,SSIM_skimage,0.9655489342465252
Hotdog,Saturation,1.5,Hotdog_saturation_1_5.png,PSNR,PSNR_skimage,27.319288721272102
Hotdog,Saturation,1.5,Hotdog_saturation_1_5.png,UIQI,UIQI_torch,0.8173
Hotdog,Saturation,1.5,Hotdog_saturation_1_5.png,VIF,VIF_Torch,0.9155
Hotdog,Saturation,1.75,Hotdog_saturation_1_75.png,LPIPS,LPIPS_lpips,0.06943239271640778
Hotdog,Saturation,1.75,Hotdog_saturation_1_75.png,SSIM,SSIM_skimage,0.9520325785009525
Hotdog,Saturation,1.75,Hotdog_saturation_1_75.png,PSNR,PSNR_skimage,24.07653768078889
Hotdog,Saturation,1.75,Hotdog_saturation_1_75.png,UIQI,UIQI_torch,0.7582
Hotdog,Saturation,1.75,Hotdog_saturation_1_75.png,VIF,VIF_Torch,0.864
Hotdog,Saturation,2.0,Hotdog_saturation_2.png,LPIPS,LPIPS_lpips,0.09712234139442444
Hotdog,Saturation,2.0,Hotdog_saturation_2.png,SSIM,SSIM_skimage,0.93665598836169
Hotdog,Saturation,2.0,Hotdog_saturation_2.png,PSNR,PSNR_skimage,22.044318932526956
Hotdog,Saturation,2.0,Hotdog_saturation_2.png,UIQI,UIQI_torch,0.7028
Hotdog,Saturation,2.0,Hotdog_saturation_2.png,VIF,VIF_Torch,0.823
Hotdog,Shift,0.0,Hotdog_shift_0.bmp,LPIPS,LPIPS_lpips,0.0
Hotdog,Shift,0.0,Hotdog_shift_0.bmp,SSIM,SSIM_skimage,1.0
Hotdog,Shift,0.0,Hotdog_shift_0.bmp,PSNR,PSNR_skimage,inf
Hotdog,Shift,0.0,Hotdog_shift_0.bmp,UIQI,UIQI_torch,0.9498
Hotdog,Shift,0.0,Hotdog_shift_0.bmp,VIF,VIF_Torch,1.0
Hotdog,Shift,0.01,Hotdog_shift_0_01.png,LPIPS,LPIPS_lpips,0.056893378496170044
Hotdog,Shift,0.01,Hotdog_shift_0_01.png,SSIM,SSIM_skimage,0.712210986762949
Hotdog,Shift,0.01,Hotdog_shift_0_01.png,PSNR,PSNR_skimage,20.910968669087175
Hotdog,Shift,0.01,Hotdog_shift_0_01.png,UIQI,UIQI_torch,0.0086
Hotdog,Shift,0.01,Hotdog_shift_0_01.png,VIF,VIF_Torch,0.1262
Hotdog,Shift,0.02,Hotdog_shift_0_02.png,LPIPS,LPIPS_lpips,0.09365998953580856
Hotdog,Shift,0.02,Hotdog_shift_0_02.png,SSIM,SSIM_skimage,0.6706543072538113
Hotdog,Shift,0.02,Hotdog_shift_0_02.png,PSNR,PSNR_skimage,18.152263620904034
Hotdog,Shift,0.02,Hotdog_shift_0_02.png,UIQI,UIQI_torch,-0.011
Hotdog,Shift,0.02,Hotdog_shift_0_02.png,VIF,VIF_Torch,0.0834
Hotdog,Shift,0.05,Hotdog_shift_0_05.png,LPIPS,LPIPS_lpips,0.24495309591293335
Hotdog,Shift,0.05,Hotdog_shift_0_05.png,SSIM,SSIM_skimage,0.6311392876787371
Hotdog,Shift,0.05,Hotdog_shift_0_05.png,PSNR,PSNR_skimage,15.110814897424012
Hotdog,Shift,0.05,Hotdog_shift_0_05.png,UIQI,UIQI_torch,-0.0059
Hotdog,Shift,0.05,Hotdog_shift_0_05.png,VIF,VIF_Torch,0.0584
Hotdog,Shift,0.1,Hotdog_shift_0_1.png,LPIPS,LPIPS_lpips,0.4372677206993103
Hotdog,Shift,0.1,Hotdog_shift_0_1.png,SSIM,SSIM_skimage,0.5789117952105253
Hotdog,Shift,0.1,Hotdog_shift_0_1.png,PSNR,PSNR_skimage,12.95921350826849
Hotdog,Shift,0.1,Hotdog_shift_0_1.png,UIQI,UIQI_torch,0.001
Hotdog,Shift,0.1,Hotdog_shift_0_1.png,VIF,VIF_Torch,0.0589
Hotdog,Shift,0.2,Hotdog_shift_0_2.png,LPIPS,LPIPS_lpips,0.6176712512969971
Hotdog,Shift,0.2,Hotdog_shift_0_2.png,SSIM,SSIM_skimage,0.4706886040348289
Hotdog,Shift,0.2,Hotdog_shift_0_2.png,PSNR,PSNR_skimage,10.584864186002825
Hotdog,Shift,0.2,Hotdog_shift_0_2.png,UIQI,UIQI_torch,-0.0019
Hotdog,Shift,0.2,Hotdog_shift_0_2.png,VIF,VIF_Torch,0.0478
Hotdog,Shift,0.3,Hotdog_shift_0_3.png,LPIPS,LPIPS_lpips,0.6804085969924927
Hotdog,Shift,0.3,Hotdog_shift_0_3.png,SSIM,SSIM_skimage,0.39240918024963484
Hotdog,Shift,0.3,Hotdog_shift_0_3.png,PSNR,PSNR_skimage,9.247156868858722
Hotdog,Shift,0.3,Hotdog_shift_0_3.png,UIQI,UIQI_torch,-0.0007
Hotdog,Shift,0.3,Hotdog_shift_0_3.png,VIF,VIF_Torch,0.0435
Ziemniaki,Blur,0.0,Ziemniaki_blur_0.bmp,LPIPS,LPIPS_lpips,0.0
Ziemniaki,Blur,0.0,Ziemniaki_blur_0.bmp,SSIM,SSIM_skimage,1.0
Ziemniaki,Blur,0.0,Ziemniaki_blur_0.bmp,PSNR,PSNR_skimage,inf
Ziemniaki,Blur,0.0,Ziemniaki_blur_0.bmp,UIQI,UIQI_torch,0.9818
Ziemniaki,Blur,0.0,Ziemniaki_blur_0.bmp,VIF,VIF_Torch,1.0
Ziemniaki,Blur,1.0,Ziemniaki_blur_1.png,LPIPS,LPIPS_lpips,0.00035907729761675
Ziemniaki,Blur,1.0,Ziemniaki_blur_1.png,SSIM,SSIM_skimage,0.8482150838304224
Ziemniaki,Blur,1.0,Ziemniaki_blur_1.png,PSNR,PSNR_skimage,28.634634551774916
Ziemniaki,Blur,1.0,Ziemniaki_blur_1.png,UIQI,UIQI_torch,0.693
Ziemniaki,Blur,1.0,Ziemniaki_blur_1.png,VIF,VIF_Torch,1.6698
Ziemniaki,Blur,10.0,Ziemniaki_blur_10.png,LPIPS,LPIPS_lpips,0.2480478286743164
Ziemniaki,Blur,10.0,Ziemniaki_blur_10.png,SSIM,SSIM_skimage,0.32614842335178174
Ziemniaki,Blur,10.0,Ziemniaki_blur_10.png,PSNR,PSNR_skimage,21.238050064003545
Ziemniaki,Blur,10.0,Ziemniaki_blur_10.png,UIQI,UIQI_torch,0.0099
Ziemniaki,Blur,10.0,Ziemniaki_blur_10.png,VIF,VIF_Torch,5.9546
Ziemniaki,Blur,12.5,Ziemniaki_blur_12_5.png,LPIPS,LPIPS_lpips,0.31613487005233765
Ziemniaki,Blur,12.5,Ziemniaki_blur_12_5.png,SSIM,SSIM_skimage,0.32237218237731935
Ziemniaki,Blur,12.5,Ziemniaki_blur_12_5.png,PSNR,PSNR_skimage,20.961006640894997
Ziemniaki,Blur,12.5,Ziemniaki_blur_12_5.png,UIQI,UIQI_torch,0.0062
Ziemniaki,Blur,12.5,Ziemniaki_blur_12_5.png,VIF,VIF_Torch,7.5715
Ziemniaki,Blur,15.0,Ziemniaki_blur_15.png,LPIPS,LPIPS_lpips,0.37144938111305237
Ziemniaki,Blur,15.0,Ziemniaki_blur_15.png,SSIM,SSIM_skimage,0.3201826265440557
Ziemniaki,Blur,15.0,Ziemniaki_blur_15.png,PSNR,PSNR_skimage,20.742556383501075
Ziemniaki,Blur,15.0,Ziemniaki_blur_15.png,UIQI,UIQI_torch,0.0037
Ziemniaki,Blur,15.0,Ziemniaki_blur_15.png,VIF,VIF_Torch,9.2177
Ziemniaki,Blur,2.0,Ziemniaki_blur_2.png,LPIPS,LPIPS_lpips,0.0036432608030736446
Ziemniaki,Blur,2.0,Ziemniaki_blur_2.png,SSIM,SSIM_skimage,0.5775126328439465
Ziemniaki,Blur,2.0,Ziemniaki_blur_2.png,PSNR,PSNR_skimage,24.45570725007
Ziemniaki,Blur,2.0,Ziemniaki_blur_2.png,UIQI,UIQI_torch,0.2844
Ziemniaki,Blur,2.0,Ziemniaki_blur_2.png,VIF,VIF_Torch,2.2884
Ziemniaki,Blur,3.0,Ziemniaki_blur_3.png,LPIPS,LPIPS_lpips,0.01425962895154953
Ziemniaki,Blur,3.0,Ziemniaki_blur_3.png,SSIM,SSIM_skimage,0.4437961800046824
Ziemniaki,Blur,3.0,Ziemniaki_blur_3.png,PSNR,PSNR_skimage,23.144743264157697
Ziemniaki,Blur,3.0,Ziemniaki_blur_3.png,UIQI,UIQI_torch,0.1259
Ziemniaki,Blur,3.0,Ziemniaki_blur_3.png,VIF,VIF_Torch,2.6246
Ziemniaki,Blur,5.0,Ziemniaki_blur_5.png,LPIPS,LPIPS_lpips,0.06586099416017532
Ziemniaki,Blur,5.0,Ziemniaki_blur_5.png,SSIM,SSIM_skimage,0.36013443662009165
Ziemniaki,Blur,5.0,Ziemniaki_blur_5.png,PSNR,PSNR_skimage,22.168655708509032
Ziemniaki,Blur,5.0,Ziemniaki_blur_5.png,UIQI,UIQI_torch,0.042
Ziemniaki,Blur,5.0,Ziemniaki_blur_5.png,VIF,VIF_Torch,3.2705
Ziemniaki,Blur,7.5,Ziemniaki_blur_7_5.png,LPIPS,LPIPS_lpips,0.15943486988544464
Ziemniaki,Blur,7.5,Ziemniaki_blur_7_5.png,SSIM,SSIM_skimage,0.3355290200671271
Ziemniaki,Blur,7.5,Ziemniaki_blur_7_5.png,PSNR,PSNR_skimage,21.613218577127462
Ziemniaki,Blur,7.5,Ziemniaki_blur_7_5.png,UIQI,UIQI_torch,0.0188
Ziemniaki,Blur,7.5,Ziemniaki_blur_7_5.png,VIF,VIF_Torch,4.5537
Ziemniaki,Brightness,0.0,Ziemniaki_brightness_0.bmp,LPIPS,LPIPS_lpips,0.0
Ziemniaki,Brightness,0.0,Ziemniaki_brightness_0.bmp,SSIM,SSIM_skimage,1.0
Ziemniaki,Brightness,0.0,Ziemniaki_brightness_0.bmp,PSNR,PSNR_skimage,inf
Ziemniaki,Brightness,0.0,Ziemniaki_brightness_0.bmp,UIQI,UIQI_torch,0.9818
Ziemniaki,Brightness,0.0,Ziemniaki_brightness_0.bmp,VIF,VIF_Torch,1.0
Ziemniaki,Brightness,1.02,Ziemniaki_brightness_1_02.png,LPIPS,LPIPS_lpips,0.000342346029356122
Ziemniaki,Brightness,1.02,Ziemniaki_brightness_1_02.png,SSIM,SSIM_skimage,0.9995747931276474
Ziemniaki,Brightness,1.02,Ziemniaki_brightness_1_02.png,PSNR,PSNR_skimage,40.682910776683514
Ziemniaki,Brightness,1.02,Ziemniaki_brightness_1_02.png,UIQI,UIQI_torch,0.9052
Ziemniaki,Brightness,1.02,Ziemniaki_brightness_1_02.png,VIF,VIF_Torch,0.9616
Ziemniaki,Brightness,1.05,Ziemniaki_brightness_1_05.png,LPIPS,LPIPS_lpips,0.0017233623657375574
Ziemniaki,Brightness,1.05,Ziemniaki_brightness_1_05.png,SSIM,SSIM_skimage,0.9978245543684329
Ziemniaki,Brightness,1.05,Ziemniaki_brightness_1_05.png,PSNR,PSNR_skimage,31.874421930866777
Ziemniaki,Brightness,1.05,Ziemniaki_brightness_1_05.png,UIQI,UIQI_torch,0.7727
Ziemniaki,Brightness,1.05,Ziemniaki_brightness_1_05.png,VIF,VIF_Torch,0.9083
Ziemniaki,Brightness,1.1,Ziemniaki_brightness_1_1.png,LPIPS,LPIPS_lpips,0.0060595260001719
Ziemniaki,Brightness,1.1,Ziemniaki_brightness_1_1.png,SSIM,SSIM_skimage,0.9917936939581319
Ziemniaki,Brightness,1.1,Ziemniaki_brightness_1_1.png,PSNR,PSNR_skimage,25.543130125578447
Ziemniaki,Brightness,1.1,Ziemniaki_brightness_1_1.png,UIQI,UIQI_torch,0.5931
Ziemniaki,Brightness,1.1,Ziemniaki_brightness_1_1.png,VIF,VIF_Torch,0.8314
Ziemniaki,Brightness,1.2,Ziemniaki_brightness_1_2.png,LPIPS,LPIPS_lpips,0.020696468651294708
Ziemniaki,Brightness,1.2,Ziemniaki_brightness_1_2.png,SSIM,SSIM_skimage,0.9688622111950779
Ziemniaki,Brightness,1.2,Ziemniaki_brightness_1_2.png,PSNR,PSNR_skimage,19.768839029512034
Ziemniaki,Brightness,1.2,Ziemniaki_brightness_1_2.png,UIQI,UIQI_torch,0.3401
Ziemniaki,Brightness,1.2,Ziemniaki_brightness_1_2.png,VIF,VIF_Torch,0.7211
Ziemniaki,Brightness,1.5,Ziemniaki_brightness_1_5.png,LPIPS,LPIPS_lpips,0.09418274462223053
Ziemniaki,Brightness,1.5,Ziemniaki_brightness_1_5.png,SSIM,SSIM_skimage,0.8412240365192883
Ziemniaki,Brightness,1.5,Ziemniaki_brightness_1_5.png,PSNR,PSNR_skimage,12.717615049908261
Ziemniaki,Brightness,1.5,Ziemniaki_brightness_1_5.png,UIQI,UIQI_torch,0.0457
Ziemniaki,Brightness,1.5,Ziemniaki_brightness_1_5.png,VIF,VIF_Torch,0.5521
Ziemniaki,Brightness,1.75,Ziemniaki_brightness_1_75.png,LPIPS,LPIPS_lpips,0.18401706218719482
Ziemniaki,Brightness,1.75,Ziemniaki_brightness_1_75.png,SSIM,SSIM_skimage,0.7281107589374393
Ziemniaki,Brightness,1.75,Ziemniaki_brightness_1_75.png,PSNR,PSNR_skimage,10.080978989915474
Ziemniaki,Brightness,1.75,Ziemniaki_brightness_1_75.png,UIQI,UIQI_torch,-0.043
Ziemniaki,Brightness,1.75,Ziemniaki_brightness_1_75.png,VIF,VIF_Torch,0.5142
Ziemniaki,Brightness,2.0,Ziemniaki_brightness_2.png,LPIPS,LPIPS_lpips,0.2978978753089905
Ziemniaki,Brightness,2.0,Ziemniaki_brightness_2.png,SSIM,SSIM_skimage,0.6192338394588901
Ziemniaki,Brightness,2.0,Ziemniaki_brightness_2.png,PSNR,PSNR_skimage,8.50373749167699
Ziemniaki,Brightness,2.0,Ziemniaki_brightness_2.png,UIQI,UIQI_torch,-0.0875
Ziemniaki,Brightness,2.0,Ziemniaki_brightness_2.png,VIF,VIF_Torch,0.5164
Ziemniaki,Brightness,2.25,Ziemniaki_brightness_2_25.png,LPIPS,LPIPS_lpips,0.42790818214416504
Ziemniaki,Brightness,2.25,Ziemniaki_brightness_2_25.png,SSIM,SSIM_skimage,0.5114234366388327
Ziemniaki,Brightness,2.25,Ziemniaki_brightness_2_25.png,PSNR,PSNR_skimage,7.633714187444587
Ziemniaki,Brightness,2.25,Ziemniaki_brightness_2_25.png,UIQI,UIQI_torch,-0.1059
Ziemniaki,Brightness,2.25,Ziemniaki_brightness_2_25.png,VIF,VIF_Torch,0.5112
Ziemniaki,Circularblur,0.0,Ziemniaki_circularBlur_0.bmp,LPIPS,LPIPS_lpips,0.0
Ziemniaki,Circularblur,0.0,Ziemniaki_circularBlur_0.bmp,SSIM,SSIM_skimage,1.0
Ziemniaki,Circularblur,0.0,Ziemniaki_circularBlur_0.bmp,PSNR,PSNR_skimage,inf
Ziemniaki,Circularblur,0.0,Ziemniaki_circularBlur_0.bmp,UIQI,UIQI_torch,0.9818
Ziemniaki,Circularblur,0.0,Ziemniaki_circularBlur_0.bmp,VIF,VIF_Torch,1.0
Ziemniaki,Circularblur,1.0,Ziemniaki_circularBlur_1.png,LPIPS,LPIPS_lpips,0.09202075749635696
Ziemniaki,Circularblur,1.0,Ziemniaki_circularBlur_1.png,SSIM,SSIM_skimage,0.4532457803334287
Ziemniaki,Circularblur,1.0,Ziemniaki_circularBlur_1.png,PSNR,PSNR_skimage,22.42504745811299
Ziemniaki,Circularblur,1.0,Ziemniaki_circularBlur_1.png,UIQI,UIQI_torch,0.1509
Ziemniaki,Circularblur,1.0,Ziemniaki_circularBlur_1.png,VIF,VIF_Torch,1.4438
Ziemniaki,Circularblur,10.0,Ziemniaki_circularBlur_10.png,LPIPS,LPIPS_lpips,0.4678228497505188
Ziemniaki,Circularblur,10.0,Ziemniaki_circularBlur_10.png,SSIM,SSIM_skimage,0.3241613918124075
Ziemniaki,Circularblur,10.0,Ziemniaki_circularBlur_10.png,PSNR,PSNR_skimage,19.431903358738623
Ziemniaki,Circularblur,10.0,Ziemniaki_circularBlur_10.png,UIQI,UIQI_torch,0.012
Ziemniaki,Circularblur,10.0,Ziemniaki_circularBlur_10.png,VIF,VIF_Torch,3.1262
Ziemniaki,Circularblur,2.0,Ziemniaki_circularBlur_2.png,LPIPS,LPIPS_lpips,0.20868787169456482
Ziemniaki,Circularblur,2.0,Ziemniaki_circularBlur_2.png,SSIM,SSIM_skimage,0.3837484046409738
Ziemniaki,Circularblur,2.0,Ziemniaki_circularBlur_2.png,PSNR,PSNR_skimage,21.282196471066225
Ziemniaki,Circularblur,2.0,Ziemniaki_circularBlur_2.png,UIQI,UIQI_torch,0.074
Ziemniaki,Circularblur,2.0,Ziemniaki_circularBlur_2.png,VIF,VIF_Torch,1.6348
Ziemniaki,Circularblur,3.0,Ziemniaki_circularBlur_3.png,LPIPS,LPIPS_lpips,0.28040453791618347
Ziemniaki,Circularblur,3.0,Ziemniaki_circularBlur_3.png,SSIM,SSIM_skimage,0.35961639719022803
Ziemniaki,Circularblur,3.0,Ziemniaki_circularBlur_3.png,PSNR,PSNR_skimage,20.758596679608846
Ziemniaki,Circularblur,3.0,Ziemniaki_circularBlur_3.png,UIQI,UIQI_torch,0.0488
Ziemniaki,Circularblur,3.0,Ziemniaki_circularBlur_3.png,VIF,VIF_Torch,1.8146
Ziemniaki,Circularblur,4.0,Ziemniaki_circularBlur_4.png,LPIPS,LPIPS_lpips,0.3302336037158966
Ziemniaki,Circularblur,4.0,Ziemniaki_circularBlur_4.png,SSIM,SSIM_skimage,0.34722569770191253
Ziemniaki,Circularblur,4.0,Ziemniaki_circularBlur_4.png,PSNR,PSNR_skimage,20.45281286901527
Ziemniaki,Circularblur,4.0,Ziemniaki_circularBlur_4.png,UIQI,UIQI_torch,0.0358
Ziemniaki,Circularblur,4.0,Ziemniaki_circularBlur_4.png,VIF,VIF_Torch,2.039
Ziemniaki,Circularblur,5.0,Ziemniaki_circularBlur_5.png,LPIPS,LPIPS_lpips,0.3642076253890991
Ziemniaki,Circularblur,5.0,Ziemniaki_circularBlur_5.png,SSIM,SSIM_skimage,0.3399368337209226
Ziemniaki,Circularblur,5.0,Ziemniaki_circularBlur_5.png,PSNR,PSNR_skimage,20.231256168174635
Ziemniaki,Circularblur,5.0,Ziemniaki_circularBlur_5.png,UIQI,UIQI_torch,0.0281
Ziemniaki,Circularblur,5.0,Ziemniaki_circularBlur_5.png,VIF,VIF_Torch,2.327
Ziemniaki,Circularblur,7.5,Ziemniaki_circularBlur_7.5.png,LPIPS,LPIPS_lpips,0.4247555732727051
Ziemniaki,Circularblur,7.5,Ziemniaki_circularBlur_7.5.png,SSIM,SSIM_skimage,0.3292115037618344
Ziemniaki,Circularblur,7.5,Ziemniaki_circularBlur_7.5.png,PSNR,PSNR_skimage,19.774494286254182
Ziemniaki,Circularblur,7.5,Ziemniaki_circularBlur_7.5.png,UIQI,UIQI_torch,0.017
Ziemniaki,Circularblur,7.5,Ziemniaki_circularBlur_7.5.png,VIF,VIF_Torch,2.6839
Ziemniaki,Dilation,0.0,Ziemniaki_dilation_0.bmp,LPIPS,LPIPS_lpips,0.0
Ziemniaki,Dilation,0.0,Ziemniaki_dilation_0.bmp,SSIM,SSIM_skimage,1.0
Ziemniaki,Dilation,0.0,Ziemniaki_dilation_0.bmp,PSNR,PSNR_skimage,inf
Ziemniaki,Dilation,0.0,Ziemniaki_dilation_0.bmp,UIQI,UIQI_torch,0.9818
Ziemniaki,Dilation,0.0,Ziemniaki_dilation_0.bmp,VIF,VIF_Torch,1.0
Ziemniaki,Dilation,1.0,Ziemniaki_dilation_1.png,LPIPS,LPIPS_lpips,0.03686273843050003
Ziemniaki,Dilation,1.0,Ziemniaki_dilation_1.png,SSIM,SSIM_skimage,0.7950704147349098
Ziemniaki,Dilation,1.0,Ziemniaki_dilation_1.png,PSNR,PSNR_skimage,22.581594722947244
Ziemniaki,Dilation,1.0,Ziemniaki_dilation_1.png,UIQI,UIQI_torch,0.4039
Ziemniaki,Dilation,1.0,Ziemniaki_dilation_1.png,VIF,VIF_Torch,0.898
Ziemniaki,Dilation,2.0,Ziemniaki_dilation_2.png,LPIPS,LPIPS_lpips,0.09623382240533829
Ziemniaki,Dilation,2.0,Ziemniaki_dilation_2.png,SSIM,SSIM_skimage,0.49856495122859606
Ziemniaki,Dilation,2.0,Ziemniaki_dilation_2.png,PSNR,PSNR_skimage,18.26454314421064
Ziemniaki,Dilation,2.0,Ziemniaki_dilation_2.png,UIQI,UIQI_torch,0.1094
Ziemniaki,Dilation,2.0,Ziemniaki_dilation_2.png,VIF,VIF_Torch,0.5444
Ziemniaki,Dilation,3.0,Ziemniaki_dilation_3.png,LPIPS,LPIPS_lpips,0.13451452553272247
Ziemniaki,Dilation,3.0,Ziemniaki_dilation_3.png,SSIM,SSIM_skimage,0.37046976159372563
