Picture,DistortionType,DistortionValue,Filename,Metric,Method,Value
Ziemniaki,Dilation,3.0,Ziemniaki_dilation_3.png,PSNR,PSNR_skimage,16.726181711728668
Ziemniaki,Dilation,3.0,Ziemniaki_dilation_3.png,UIQI,UIQI_torch,0.0375
Ziemniaki,Dilation,3.0,Ziemniaki_dilation_3.png,VIF,VIF_Torch,0.3695
Ziemniaki,Dilation,4.0,Ziemniaki_dilation_4.png,LPIPS,LPIPS_lpips,0.17132112383842468
Ziemniaki,Dilation,4.0,Ziemniaki_dilation_4.png,SSIM,SSIM_skimage,0.3037975965820388
Ziemniaki,Dilation,4.0,Ziemniaki_dilation_4.png,PSNR,PSNR_skimage,15.630197186213353
Ziemniaki,Dilation,4.0,Ziemniaki_dilation_4.png,UIQI,UIQI_torch,0.0135
Ziemniaki,Dilation,4.0,Ziemniaki_dilation_4.png,VIF,VIF_Torch,0.2799
Ziemniaki,Dilation,5.0,Ziemniaki_dilation_5.png,LPIPS,LPIPS_lpips,0.20371553301811218
Ziemniaki,Dilation,5.0,Ziemniaki_dilation_5.png,SSIM,SSIM_skimage,0.27374213908545325
Ziemniaki,Dilation,5.0,Ziemniaki_dilation_5.png,PSNR,PSNR_skimage,14.837748446249861
Ziemniaki,Dilation,5.0,Ziemniaki_dilation_5.png,UIQI,UIQI_torch,0.0065
Ziemniaki,Dilation,5.0,Ziemniaki_dilation_5.png,VIF,VIF_Torch,0.2331
Ziemniaki,Hole,0.0,Ziemniaki_hole_0.bmp,LPIPS,LPIPS_lpips,0.0
Ziemniaki,Hole,0.0,Ziemniaki_hole_0.bmp,SSIM,SSIM_skimage,1.0
Ziemniaki,Hole,0.0,Ziemniaki_hole_0.bmp,PSNR,PSNR_skimage,inf
Ziemniaki,Hole,0.0,Ziemniaki_hole_0.bmp,UIQI,UIQI_torch,0.9818
Ziemniaki,Hole,0.0,Ziemniaki_hole_0.bmp,VIF,VIF_Torch,1.0
Ziemniaki,Hole,0.01,Ziemniaki_hole_0_01.png,LPIPS,LPIPS_lpips,0.021286122500896454
Ziemniaki,Hole,0.01,Ziemniaki_hole_0_01.png,SSIM,SSIM_skimage,0.9998261091213322
Ziemniaki,Hole,0.01,Ziemniaki_hole_0_01.png,PSNR,PSNR_skimage,43.42841536329593
Ziemniaki,Hole,0.01,Ziemniaki_hole_0_01.png,UIQI,UIQI_torch,0.9816
Ziemniaki,Hole,0.01,Ziemniaki_hole_0_01.png,VIF,VIF_Torch,0.9984
Ziemniaki,Hole,0.05,Ziemniaki_hole_0_05.png,LPIPS,LPIPS_lpips,0.05509774386882782
Ziemniaki,Hole,0.05,Ziemniaki_hole_0_05.png,SSIM,SSIM_skimage,0.9963060261686268
Ziemniaki,Hole,0.05,Ziemniaki_hole_0_05.png,PSNR,PSNR_skimage,29.60317030448422
Ziemniaki,Hole,0.05,Ziemniaki_hole_0_05.png,UIQI,UIQI_torch,0.978
Ziemniaki,Hole,0.05,Ziemniaki_hole_0_05.png,VIF,VIF_Torch,0.9926
Ziemniaki,Hole,0.1,Ziemniaki_hole_0_1.png,LPIPS,LPIPS_lpips,0.08155962824821472
Ziemniaki,Hole,0.1,Ziemniaki_hole_0_1.png,SSIM,SSIM_skimage,0.9854291846031784
Ziemniaki,Hole,0.1,Ziemniaki_hole_0_1.png,PSNR,PSNR_skimage,23.734102233798847
Ziemniaki,Hole,0.1,Ziemniaki_hole_0_1.png,UIQI,UIQI_torch,0.9672
Ziemniaki,Hole,0.1,Ziemniaki_hole_0_1.png,VIF,VIF_Torch,0.986
Ziemniaki,Hole,0.15,Ziemniaki_hole_0_15.png,LPIPS,LPIPS_lpips,0.10567052662372589
Ziemniaki,Hole,0.15,Ziemniaki_hole_0_15.png,SSIM,SSIM_skimage,0.9673051849072497
Ziemniaki,Hole,0.15,Ziemniaki_hole_0_15.png,PSNR,PSNR_skimage,20.39422645940671
Ziemniaki,Hole,0.15,Ziemniaki_hole_0_15.png,UIQI,UIQI_torch,0.9491
Ziemniaki,Hole,0.15,Ziemniaki_hole_0_15.png,VIF,VIF_Torch,0.9795
Ziemniaki,Hole,0.2,Ziemniaki_hole_0_2.png,LPIPS,LPIPS_lpips,0.13486362993717194
Ziemniaki,Hole,0.2,Ziemniaki_hole_0_2.png,SSIM,SSIM_skimage,0.942027852797113
Ziemniaki,Hole,0.2,Ziemniaki_hole_0_2.png,PSNR,PSNR_skimage,18.059867684981135
Ziemniaki,Hole,0.2,Ziemniaki_hole_0_2.png,UIQI,UIQI_torch,0.9239
Ziemniaki,Hole,0.2,Ziemniaki_hole_0_2.png,VIF,VIF_Torch,0.9729
Ziemniaki,Hole,0.3,Ziemniaki_hole_0_3.png,LPIPS,LPIPS_lpips,0.21597051620483398
Ziemniaki,Hole,0.3,Ziemniaki_hole_0_3.png,SSIM,SSIM_skimage,0.8703718208834311
Ziemniaki,Hole,0.3,Ziemniaki_hole_0_3.png,PSNR,PSNR_skimage,14.44076572740065
Ziemniaki,Hole,0.3,Ziemniaki_hole_0_3.png,UIQI,UIQI_torch,0.8529
Ziemniaki,Hole,0.3,Ziemniaki_hole_0_3.png,VIF,VIF_Torch,0.9533
Ziemniaki,Hole,0.4,Ziemniaki_hole_0_4.png,LPIPS,LPIPS_lpips,0.30080920457839966
Ziemniaki,Hole,0.4,Ziemniaki_hole_0_4.png,SSIM,SSIM_skimage,0.7696802098784025
Ziemniaki,Hole,0.4,Ziemniaki_hole_0_4.png,PSNR,PSNR_skimage,12.039670760535238
Ziemniaki,Hole,0.4,Ziemniaki_hole_0_4.png,UIQI,UIQI_torch,0.7534
Ziemniaki,Hole,0.4,Ziemniaki_hole_0_4.png,VIF,VIF_Torch,0.9393
Ziemniaki,Noise,0.0,Ziemniaki_noise_0.bmp,LPIPS,LPIPS_lpips,0.0
Ziemniaki,Noise,0.0,Ziemniaki_noise_0.bmp,SSIM,SSIM_skimage,1.0
Ziemniaki,Noise,0.0,Ziemniaki_noise_0.bmp,PSNR,PSNR_skimage,inf
Ziemniaki,Noise,0.0,Ziemniaki_noise_0.bmp,UIQI,UIQI_torch,0.9818
Ziemniaki,Noise,0.0,Ziemniaki_noise_0.bmp,VIF,VIF_Torch,1.0
Ziemniaki,Noise,1.0,Ziemniaki_noise_1.png,LPIPS,LPIPS_lpips,0.00023469849838875234
Ziemniaki,Noise,1.0,Ziemniaki_noise_1.png,SSIM,SSIM_skimage,0.9957912442584179
Ziemniaki,Noise,1.0,Ziemniaki_noise_1.png,PSNR,PSNR_skimage,46.881680608862204
Ziemniaki,Noise,1.0,Ziemniaki_noise_1.png,UIQI,UIQI_torch,0.9326
Ziemniaki,Noise,1.0,Ziemniaki_noise_1.png,VIF,VIF_Torch,0.9955
Ziemniaki,Noise,10.0,Ziemniaki_noise_10.png,LPIPS,LPIPS_lpips,0.0007736426778137684
Ziemniaki,Noise,10.0,Ziemniaki_noise_10.png,SSIM,SSIM_skimage,0.7715784598329057
Ziemniaki,Noise,10.0,Ziemniaki_noise_10.png,PSNR,PSNR_skimage,28.12309466033938
Ziemniaki,Noise,10.0,Ziemniaki_noise_10.png,UIQI,UIQI_torch,0.6274
Ziemniaki,Noise,10.0,Ziemniaki_noise_10.png,VIF,VIF_Torch,0.7083
Ziemniaki,Noise,2.0,Ziemniaki_noise_2.png,LPIPS,LPIPS_lpips,0.00024041860888246447
Ziemniaki,Noise,2.0,Ziemniaki_noise_2.png,SSIM,SSIM_skimage,0.9845650075509328
Ziemniaki,Noise,2.0,Ziemniaki_noise_2.png,PSNR,PSNR_skimage,41.76191525730864
Ziemniaki,Noise,2.0,Ziemniaki_noise_2.png,UIQI,UIQI_torch,0.9018
Ziemniaki,Noise,2.0,Ziemniaki_noise_2.png,VIF,VIF_Torch,0.9834
Ziemniaki,Noise,20.0,Ziemniaki_noise_20.png,LPIPS,LPIPS_lpips,0.003671804675832391
Ziemniaki,Noise,20.0,Ziemniaki_noise_20.png,SSIM,SSIM_skimage,0.5270409029608417
Ziemniaki,Noise,20.0,Ziemniaki_noise_20.png,PSNR,PSNR_skimage,22.153986041400092
Ziemniaki,Noise,20.0,Ziemniaki_noise_20.png,UIQI,UIQI_torch,0.3883
Ziemniaki,Noise,20.0,Ziemniaki_noise_20.png,VIF,VIF_Torch,0.3552
Ziemniaki,Noise,35.0,Ziemniaki_noise_35.png,LPIPS,LPIPS_lpips,0.014834409579634666
Ziemniaki,Noise,35.0,Ziemniaki_noise_35.png,SSIM,SSIM_skimage,0.3169354994930415
Ziemniaki,Noise,35.0,Ziemniaki_noise_35.png,PSNR,PSNR_skimage,17.436681116029305
Ziemniaki,Noise,35.0,Ziemniaki_noise_35.png,UIQI,UIQI_torch,0.208
Ziemniaki,Noise,35.0,Ziemniaki_noise_35.png,VIF,VIF_Torch,0.1259
Ziemniaki,Noise,5.0,Ziemniaki_noise_5.png,LPIPS,LPIPS_lpips,0.00026543097919784486
Ziemniaki,Noise,5.0,Ziemniaki_noise_5.png,SSIM,SSIM_skimage,0.9186115675384481
Ziemniaki,Noise,5.0,Ziemniaki_noise_5.png,PSNR,PSNR_skimage,34.09351296288183
Ziemniaki,Noise,5.0,Ziemniaki_noise_5.png,UIQI,UIQI_torch,0.7987
Ziemniaki,Noise,5.0,Ziemniaki_noise_5.png,VIF,VIF_Torch,0.9069
Ziemniaki,Noise,50.0,Ziemniaki_noise_50.png,LPIPS,LPIPS_lpips,0.03033701330423355
Ziemniaki,Noise,50.0,Ziemniaki_noise_50.png,SSIM,SSIM_skimage,0.2084627083579107
Ziemniaki,Noise,50.0,Ziemniaki_noise_50.png,PSNR,PSNR_skimage,14.581779942979736
Ziemniaki,Noise,50.0,Ziemniaki_noise_50.png,UIQI,UIQI_torch,0.1242
Ziemniaki,Noise,50.0,Ziemniaki_noise_50.png,VIF,VIF_Torch,0.0543
Ziemniaki,Rotate,0.0,Ziemniaki_rotate_0.bmp,LPIPS,LPIPS_lpips,0.0
Ziemniaki,Rotate,0.0,Ziemniaki_rotate_0.bmp,SSIM,SSIM_skimage,1.0
Ziemniaki,Rotate,0.0,Ziemniaki_rotate_0.bmp,PSNR,PSNR_skimage,inf
Ziemniaki,Rotate,0.0,Ziemniaki_rotate_0.bmp,UIQI,UIQI_torch,0.9818
Ziemniaki,Rotate,0.0,Ziemniaki_rotate_0.bmp,VIF,VIF_Torch,1.0
Ziemniaki,Rotate,1.0,Ziemniaki_rotate_1.png,LPIPS,LPIPS_lpips,0.08810064196586609
Ziemniaki,Rotate,1.0,Ziemniaki_rotate_1.png,SSIM,SSIM_skimage,0.1965502991533404
Ziemniaki,Rotate,1.0,Ziemniaki_rotate_1.png,PSNR,PSNR_skimage,16.445010004516597
Ziemniaki,Rotate,1.0,Ziemniaki_rotate_1.png,UIQI,UIQI_torch,0.0094
Ziemniaki,Rotate,1.0,Ziemniaki_rotate_1.png,VIF,VIF_Torch,0.0474
Ziemniaki,Rotate,10.0,Ziemniaki_rotate_10.png,LPIPS,LPIPS_lpips,0.3449961543083191
Ziemniaki,Rotate,10.0,Ziemniaki_rotate_10.png,SSIM,SSIM_skimage,0.14646731470729946
Ziemniaki,Rotate,10.0,Ziemniaki_rotate_10.png,PSNR,PSNR_skimage,11.765547299036058
Ziemniaki,Rotate,10.0,Ziemniaki_rotate_10.png,UIQI,UIQI_torch,0.0053
Ziemniaki,Rotate,10.0,Ziemniaki_rotate_10.png,VIF,VIF_Torch,0.0321
Ziemniaki,Rotate,15.0,Ziemniaki_rotate_15.png,LPIPS,LPIPS_lpips,0.42918646335601807
Ziemniaki,Rotate,15.0,Ziemniaki_rotate_15.png,SSIM,SSIM_skimage,0.13349865523289758
Ziemniaki,Rotate,15.0,Ziemniaki_rotate_15.png,PSNR,PSNR_skimage,10.859163003130735
Ziemniaki,Rotate,15.0,Ziemniaki_rotate_15.png,UIQI,UIQI_torch,0.0047
Ziemniaki,Rotate,15.0,Ziemniaki_rotate_15.png,VIF,VIF_Torch,0.0312
Ziemniaki,Rotate,2.0,Ziemniaki_rotate_2.png,LPIPS,LPIPS_lpips,0.13518941402435303
Ziemniaki,Rotate,2.0,Ziemniaki_rotate_2.png,SSIM,SSIM_skimage,0.18596028851367452
Ziemniaki,Rotate,2.0,Ziemniaki_rotate_2.png,PSNR,PSNR_skimage,15.342188339211766
Ziemniaki,Rotate,2.0,Ziemniaki_rotate_2.png,UIQI,UIQI_torch,0.0073
Ziemniaki,Rotate,2.0,Ziemniaki_rotate_2.png,VIF,VIF_Torch,0.0441
Ziemniaki,Rotate,20.0,Ziemniaki_rotate_20.png,LPIPS,LPIPS_lpips,0.49308276176452637
Ziemniaki,Rotate,20.0,Ziemniaki_rotate_20.png,SSIM,SSIM_skimage,0.12197380866668166
Ziemniaki,Rotate,20.0,Ziemniaki_rotate_20.png,PSNR,PSNR_skimage,10.156673151778332
Ziemniaki,Rotate,20.0,Ziemniaki_rotate_20.png,UIQI,UIQI_torch,0.0041
Ziemniaki,Rotate,20.0,Ziemniaki_rotate_20.png,VIF,VIF_Torch,0.0307
Ziemniaki,Rotate,3.0,Ziemniaki_rotate_3.png,LPIPS,LPIPS_lpips,0.16849204897880554
Ziemniaki,Rotate,3.0,Ziemniaki_rotate_3.png,SSIM,SSIM_skimage,0.17654676112781198
Ziemniaki,Rotate,3.0,Ziemniaki_rotate_3.png,PSNR,PSNR_skimage,14.486644327936474
Ziemniaki,Rotate,3.0,Ziemniaki_rotate_3.png,UIQI,UIQI_torch,0.0054
Ziemniaki,Rotate,3.0,Ziemniaki_rotate_3.png,VIF,VIF_Torch,0.0371
Ziemniaki,Rotate,35.0,Ziemniaki_rotate_35.png,LPIPS,LPIPS_lpips,0.6310690641403198
Ziemniaki,Rotate,35.0,Ziemniaki_rotate_35.png,SSIM,SSIM_skimage,0.09887981527860921
Ziemniaki,Rotate,35.0,Ziemniaki_rotate_35.png,PSNR,PSNR_skimage,8.886275047427741
Ziemniaki,Rotate,35.0,Ziemniaki_rotate_35.png,UIQI,UIQI_torch,0.0029
Ziemniaki,Rotate,35.0,Ziemniaki_rotate_35.png,VIF,VIF_Torch,0.0279
Ziemniaki,Rotate,5.0,Ziemniaki_rotate_5.png,LPIPS,LPIPS_lpips,0.23000425100326538
Ziemniaki,Rotate,5.0,Ziemniaki_rotate_5.png,SSIM,SSIM_skimage,0.16738600041995855
Ziemniaki,Rotate,5.0,Ziemniaki_rotate_5.png,PSNR,PSNR_skimage,13.370617499530614
Ziemniaki,Rotate,5.0,Ziemniaki_rotate_5.png,UIQI,UIQI_torch,0.0056
Ziemniaki,Rotate,5.0,Ziemniaki_rotate_5.png,VIF,VIF_Torch,0.0381
Ziemniaki,Saturation,0.0,Ziemniaki_saturation_0.bmp,LPIPS,LPIPS_lpips,0.0
Ziemniaki,Saturation,0.0,Ziemniaki_saturation_0.bmp,SSIM,SSIM_skimage,1.0
Ziemniaki,Saturation,0.0,Ziemniaki_saturation_0.bmp,PSNR,PSNR_skimage,inf
Ziemniaki,Saturation,0.0,Ziemniaki_saturation_0.bmp,UIQI,UIQI_torch,0.9818
Ziemniaki,Saturation,0.0,Ziemniaki_saturation_0.bmp,VIF,VIF_Torch,1.0
Ziemniaki,Saturation,1.05,Ziemniaki_saturation_1_05.png,LPIPS,LPIPS_lpips,0.0002582180895842612
Ziemniaki,Saturation,1.05,Ziemniaki_saturation_1_05.png,SSIM,SSIM_skimage,0.9999529754747686
Ziemniaki,Saturation,1.05,Ziemniaki_saturation_1_05.png,PSNR,PSNR_skimage,55.8567012012691
Ziemniaki,Saturation,1.05,Ziemniaki_saturation_1_05.png,UIQI,UIQI_torch,0.9793
Ziemniaki,Saturation,1.05,Ziemniaki_saturation_1_05.png,VIF,VIF_Torch,0.9995
Ziemniaki,Saturation,1.1,Ziemniaki_saturation_1_1.png,LPIPS,LPIPS_lpips,0.0012827900936827064
Ziemniaki,Saturation,1.1,Ziemniaki_saturation_1_1.png,SSIM,SSIM_skimage,0.9998721865883402
Ziemniaki,Saturation,1.1,Ziemniaki_saturation_1_1.png,PSNR,PSNR_skimage,49.394018050826
Ziemniaki,Saturation,1.1,Ziemniaki_saturation_1_1.png,UIQI,UIQI_torch,0.9767
Ziemniaki,Saturation,1.1,Ziemniaki_saturation_1_1.png,VIF,VIF_Torch,0.9987
Ziemniaki,Saturation,1.15,Ziemniaki_saturation_1_15.png,LPIPS,LPIPS_lpips,0.002778309164568782
Ziemniaki,Saturation,1.15,Ziemniaki_saturation_1_15.png,SSIM,SSIM_skimage,0.9997381151779422
Ziemniaki,Saturation,1.15,Ziemniaki_saturation_1_15.png,PSNR,PSNR_skimage,45.966594160820975
Ziemniaki,Saturation,1.15,Ziemniaki_saturation_1_15.png,UIQI,UIQI_torch,0.9712
Ziemniaki,Saturation,1.15,Ziemniaki_saturation_1_15.png,VIF,VIF_Torch,0.9977
Ziemniaki,Saturation,1.2,Ziemniaki_saturation_1_2.png,LPIPS,LPIPS_lpips,0.0044996836222708225
Ziemniaki,Saturation,1.2,Ziemniaki_saturation_1_2.png,SSIM,SSIM_skimage,0.9995503476241009
Ziemniaki,Saturation,1.2,Ziemniaki_saturation_1_2.png,PSNR,PSNR_skimage,43.31650891659307
Ziemniaki,Saturation,1.2,Ziemniaki_saturation_1_2.png,UIQI,UIQI_torch,0.9674
Ziemniaki,Saturation,1.2,Ziemniaki_saturation_1_2.png,VIF,VIF_Torch,0.9965
Ziemniaki,Saturation,1.5,Ziemniaki_saturation_1_5.png,LPIPS,LPIPS_lpips,0.025117745622992516
Ziemniaki,Saturation,1.5,Ziemniaki_saturation_1_5.png,SSIM,SSIM_skimage,0.9964723112934059
Ziemniaki,Saturation,1.5,Ziemniaki_saturation_1_5.png,PSNR,PSNR_skimage,34.28480650481732
Ziemniaki,Saturation,1.5,Ziemniaki_saturation_1_5.png,UIQI,UIQI_torch,0.9397
Ziemniaki,Saturation,1.5,Ziemniaki_saturation_1_5.png,VIF,VIF_Torch,0.9846
Ziemniaki,Saturation,2.0,Ziemniaki_saturation_2.png,LPIPS,LPIPS_lpips,0.07152651995420456
Ziemniaki,Saturation,2.0,Ziemniaki_saturation_2.png,SSIM,SSIM_skimage,0.9829270207031428
Ziemniaki,Saturation,2.0,Ziemniaki_saturation_2.png,PSNR,PSNR_skimage,27.731919386655377
Ziemniaki,Saturation,2.0,Ziemniaki_saturation_2.png,UIQI,UIQI_torch,0.8901
Ziemniaki,Saturation,2.0,Ziemniaki_saturation_2.png,VIF,VIF_Torch,0.964
Ziemniaki,Shift,0.0,Ziemniaki_shift_0.bmp,LPIPS,LPIPS_lpips,0.0
Ziemniaki,Shift,0.0,Ziemniaki_shift_0.bmp,SSIM,SSIM_skimage,1.0
Ziemniaki,Shift,0.0,Ziemniaki_shift_0.bmp,PSNR,PSNR_skimage,inf
Ziemniaki,Shift,0.0,Ziemniaki_shift_0.bmp,UIQI,UIQI_torch,0.9818
Ziemniaki,Shift,0.0,Ziemniaki_shift_0.bmp,VIF,VIF_Torch,1.0
Ziemniaki,Shift,0.01,Ziemniaki_shift_0_01.png,LPIPS,LPIPS_lpips,0.08121933788061142
Ziemniaki,Shift,0.01,Ziemniaki_shift_0_01.png,SSIM,SSIM_skimage,0.20446242421092975
Ziemniaki,Shift,0.01,Ziemniaki_shift_0_01.png,PSNR,PSNR_skimage,16.90108654962441
Ziemniaki,Shift,0.01,Ziemniaki_shift_0_01.png,UIQI,UIQI_torch,0.0127
Ziemniaki,Shift,0.01,Ziemniaki_shift_0_01.png,VIF,VIF_Torch,0.0672
Ziemniaki,Shift,0.02,Ziemniaki_shift_0_02.png,LPIPS,LPIPS_lpips,0.10554926097393036
Ziemniaki,Shift,0.02,Ziemniaki_shift_0_02.png,SSIM,SSIM_skimage,0.18797641457684153
Ziemniaki,Shift,0.02,Ziemniaki_shift_0_02.png,PSNR,PSNR_skimage,15.88446035148558
Ziemniaki,Shift,0.02,Ziemniaki_shift_0_02.png,UIQI,UIQI_torch,0.0104
Ziemniaki,Shift,0.02,Ziemniaki_shift_0_02.png,VIF,VIF_Torch,0.0528
Ziemniaki,Shift,0.05,Ziemniaki_shift_0_05.png,LPIPS,LPIPS_lpips,0.18881464004516602
Ziemniaki,Shift,0.05,Ziemniaki_shift_0_05.png,SSIM,SSIM_skimage,0.17388181796823807
Ziemniaki,Shift,0.05,Ziemniaki_shift_0_05.png,PSNR,PSNR_skimage,14.028857131692554
Ziemniaki,Shift,0.05,Ziemniaki_shift_0_05.png,UIQI,UIQI_torch,0.007
Ziemniaki,Shift,0.05,Ziemniaki_shift_0_05.png,VIF,VIF_Torch,0.0402
Ziemniaki,Shift,0.1,Ziemniaki_shift_0_1.png,LPIPS,LPIPS_lpips,0.3085167407989502
Ziemniaki,Shift,0.1,Ziemniaki_shift_0_1.png,SSIM,SSIM_skimage,0.1583499166748712
Ziemniaki,Shift,0.1,Ziemniaki_shift_0_1.png,PSNR,PSNR_skimage,12.27162160165177
Ziemniaki,Shift,0.1,Ziemniaki_shift_0_1.png,UIQI,UIQI_torch,0.0058
Ziemniaki,Shift,0.1,Ziemniaki_shift_0_1.png,VIF,VIF_Torch,0.0374
Ziemniaki,Shift,0.2,Ziemniaki_shift_0_2.png,LPIPS,LPIPS_lpips,0.45816856622695923
Ziemniaki,Shift,0.2,Ziemniaki_shift_0_2.png,SSIM,SSIM_skimage,0.13148133928219066
Ziemniaki,Shift,0.2,Ziemniaki_shift_0_2.png,PSNR,PSNR_skimage,10.538220759336381
Ziemniaki,Shift,0.2,Ziemniaki_shift_0_2.png,UIQI,UIQI_torch,0.004
Ziemniaki,Shift,0.2,Ziemniaki_shift_0_2.png,VIF,VIF_Torch,0.031
Ziemniaki,Shift,0.3,Ziemniaki_shift_0_3.png,LPIPS,LPIPS_lpips,0.5595297813415527
Ziemniaki,Shift,0.3,Ziemniaki_shift_0_3.png,SSIM,SSIM_skimage,0.11065572463535818
Ziemniaki,Shift,0.3,Ziemniaki_shift_0_3.png,PSNR,PSNR_skimage,9.45334036841145
Ziemniaki,Shift,0.3,Ziemniaki_shift_0_3.png,UIQI,UIQI_torch,0.0038
Ziemniaki,Shift,0.3,Ziemniaki_shift_0_3.png,VIF,VIF_Torch,0.0283
